DAY,O3,CO,NO,NO2,SO2,T_mean,T_max,T_min,RH_mean,RH_max,RH_min,Prs_mean,Prs_max,Prs_min,Ac_R,WS_mean,DWD,WG
11-Apr-20,31,0.34,14,25,3,17.7,24.4,9.3,45.7,67,26,1018.6,1019.9,1017.5,0,2.6,SSW,20.9
12-Apr-20,24,0.26,8,17,2,18.3,23.9,11.2,44.5,70,26,1020.5,1021.7,1019.6,0,5.5,NE,25.7
13-Apr-20,50,0.25,14,24,2,17,22.3,11.3,51.8,66,35,1019.5,1021,1017.1,0,2.6,SSW,19.3
14-Apr-20,60,0.24,13,19,4,17.4,22.8,11,53.3,72,31,1014.4,1017,1010.3,0,5.5,S,30.6
15-Apr-20,46,0.22,9,15,2,15.4,20,11.7,57.6,66,48,1013.5,1021.1,1007.5,0,6.3,NE,45.1
16-Apr-20,53,0.17,6,10,2,14.4,18.6,10.7,47.7,64,35,1021.6,1024.1,1019.3,0,6.7,NE,41.8
17-Apr-20,52,0.2,7,16,4,14.8,20.6,8.7,56.3,77,35,1016.8,1019.3,1015.2,0,2.9,SSW,20.9
18-Apr-20,35,0.22,9,17,3,16.5,21.7,10.4,65.7,79,48,1015.8,1016.9,1014.7,0,2.4,SW,19.3
19-Apr-20,38,0.21,6,11,2,17.6,23.4,12.2,62.7,81,42,1014,1016,1011.5,0,2.3,SW,19.3
20-Apr-20,43,0.12,5,9,2,17.7,22.1,13.4,75.7,85,56,1011.1,1013,1008.8,0,3,SW,27.4
21-Apr-20,26,0.19,5,8,2,15.8,19.1,12.3,70.8,85,63,1012.1,1014,1010.5,0.8,10.8,NE,43.5
22-Apr-20,41,0.17,5,7,2,12.9,16.3,11,62.3,80,49,1016.4,1018.6,1013.5,1,10.6,NE,46.7
23-Apr-20,54,0.18,6,9,2,13.5,17.1,11.2,49.7,67,37,1016.2,1017.6,1014.1,0,6.2,NE,35.4
24-Apr-20,53,0.17,5,10,2,15.3,20.4,10.5,40.9,59,24,1012.2,1014.1,1010.5,0,3.6,W,19.3
25-Apr-20,39,0.22,8,17,3,15.9,21.3,8.5,52.8,70,33,1010.1,1011.4,1008.8,0,3.1,SSW,29
26-Apr-20,48,0.12,5,11,2,16.8,22,11.9,61.2,73,42,1009.5,1010.4,1008.7,0,3.3,SSW,20.9
27-Apr-20,28,0.25,15,17,2,17.9,22.7,12.5,63.2,77,46,1012.2,1014.7,1009.9,0,2.9,SW,22.5
28-Apr-20,24,0.23,11,20,2,18.4,23.6,13.5,60.1,76,42,1014.4,1015.2,1013.7,0,2.7,SSW,20.9
29-Apr-20,28,0.2,9,17,2,19.2,24.3,13.6,59.4,77,39,1011.9,1013.6,1010,0,3.8,SSW,25.7
30-Apr-20,23,0.14,5,10,2,20.5,25.7,16.1,54.8,69,34,1009.5,1011.4,1007.8,0,4.4,SSW,27.4
1-May-20,29,0.11,5,10,2,20,24.6,15.4,55.4,70,41,1010.6,1012.1,1009.2,0,4.3,SSW,24.1
2-May-20,34,0.13,6,10,2,20.2,25.9,15.8,54.3,71,34,1007.6,1010,1004.8,0,4.5,SSW,30.6
3-May-20,26,0.1,5,6,2,20.7,25.6,17.2,56,72,34,1006.1,1008.6,1004.4,0,5.3,SSW,29
4-May-20,28,0.25,7,12,2,18.4,22.2,14.9,48.9,80,34,1010.8,1014.2,1008.2,2.4,4.6,NE,38.6
5-May-20,45,0.21,7,13,2,19.1,24.2,14.3,48.1,65,32,1015.2,1016.7,1013.9,0,4.7,SSW,27.4
6-May-20,34,0.26,8,17,2,20.8,25.6,15.7,48.7,65,29,1011,1013.8,1008.8,0,4.5,SSW,30.6
7-May-20,31,0.25,7,13,2,17.5,19.9,13.5,48.4,60,35,1013.7,1017.6,1009.1,0,6.3,NE,33.8
8-May-20,33,0.25,7,15,2,19,24.8,13.9,49.4,73,26,1018.5,1019.9,1017.2,0,4.3,NE,29
9-May-20,39,0.25,9,20,2,19.1,24.4,13.4,48.2,70,33,1017.3,1019,1015.3,0,3,SW,22.5
10-May-20,23,0.31,8,21,2,20,24.4,14.3,57.8,73,44,1015.7,1016.7,1014.7,0,2.1,SW,19.3
11-May-20,13,0.31,8,14,2,21.3,25.1,17.5,60.2,82,38,1014.5,1015.7,1012.5,0,3.8,SSW,29
12-May-20,4,0.33,9,14,2,23.2,27.8,19.1,52.3,64,45,1012,1014,1011.1,0,3.4,SW,20.9
13-May-20,6,0.52,24,20,3,23,29.3,16.2,55.2,73,33,1016.7,1018.5,1013.8,0,2.4,SW,20.9
14-May-20,5,0.58,20,26,2,23.7,29.3,17.6,52.3,73,35,1016.6,1017.7,1015.5,0,2.2,W,20.9
15-May-20,3,0.81,34,24,3,26,32.6,19.1,45.8,67,31,1015.1,1016.2,1013.8,0,2.1,SW,16.1
16-May-20,3,0.83,34,19,3,27.8,35.4,19.9,43.1,65,24,1016.1,1017.5,1014.7,0,2.1,SW,14.5
17-May-20,3,0.51,13,16,2,28.4,35.8,21.4,45.1,69,22,1016.3,1017.4,1014.5,0,1.7,SW,16.1
18-May-20,3,0.52,18,19,2,27.6,32.7,21.3,53.9,72,38,1015.7,1016.7,1014.3,0,2.7,SW,19.3
19-May-20,3,0.39,11,17,2,27,32.7,22.8,56.6,77,39,1013.9,1016.1,1010.9,0,2.5,SSW,19.3
20-May-20,0,0.31,10,11,0,25.1,28.9,20.9,64.5,87,44,1007.2,1010.9,1004.8,0,3.3,SW,29
21-May-20,0,0.24,6,8,0,23.1,27,19.7,56.6,73,45,1006.5,1011.1,1004.7,0.2,5.4,W,25.7
22-May-20,7,0.35,6,8,0,18.9,22.4,16.3,56,76,44,1018.5,1023,1011.2,0,11.3,NE,43.5
23-May-20,24,0.29,7,15,0,20.5,26.2,15.3,43.5,58,30,1022.6,1024.7,1021.3,0,4.9,NNE,37
24-May-20,50,0.23,6,14,0,20.1,23.2,15.5,47.5,67,36,1022.2,1024.3,1018.9,0,3.4,SSW,25.7
25-May-20,8,0.39,7,14,2,21.2,25.1,16.4,59.3,85,47,1018.8,1019.8,1017.3,5.6,6.3,NE,29
26-May-20,17,0.33,7,11,2,16.8,21.5,13,70.5,86,52,1017.6,1018.4,1016.5,6.8,4.3,NE,33.8
27-May-20,27,0.3,7,14,2,15.8,18.6,12.9,66.3,81,51,1018.6,1021.3,1016.4,0,3.9,W,30.6
28-May-20,24,0.41,11,19,2,16.6,21.4,13.7,68.7,86,51,1018,1019.5,1016.3,17.2,2,NE,22.5
29-May-20,14,0.48,18,22,2,17.7,22.7,12.4,68.6,87,49,1016.6,1017.1,1015.7,0,2.3,NNE,22.5
30-May-20,31,0.45,17,19,3,19,22.3,13.5,63.9,85,46,1015.7,1016.4,1014.7,0,3.9,SSW,27.4
31-May-20,32,0.33,10,18,2,19.3,22.9,16,64.5,78,40,1013.2,1014.8,1011.4,0,3,SSW,22.5
1-Jun-20,17,0.35,10,18,2,18.7,23.6,14.8,68,80,48,1010.5,1011.6,1009.4,0.4,2.9,NNE,33.8
2-Jun-20,21,0.32,10,16,2,19.5,23.3,14.3,66.6,85,49,1009.3,1010.2,1008.4,0,4,SSW,24.1
3-Jun-20,15,0.31,10,14,2,20.3,24.8,16.7,69.6,87,47,1009.2,1011,1007.8,11,2.5,SSW,29
4-Jun-20,12,0.42,19,15,2,21,25.2,15.8,64.4,89,44,1012.6,1014.7,1010.5,0,4,SSW,27.4
5-Jun-20,16,0.39,12,17,2,21.6,25.3,16.2,62.4,78,38,1012.3,1014.6,1007.9,0,5.7,SSW,37
6-Jun-20,16,0.28,8,12,2,23,26.2,19.6,64.9,76,56,1007.3,1008.3,1006,0,5,SSW,30.6
7-Jun-20,15,0.23,7,12,2,23.1,26.6,19.3,60.9,77,48,1009.4,1010.5,1007.7,0,3.7,SSW,24.1
8-Jun-20,10,0.3,9,13,2,24.3,28.4,19.1,61,76,45,1009.2,1009.9,1008.3,0,2.8,SW,20.9
9-Jun-20,6,0.35,12,12,2,24.2,27.7,20.6,65.7,82,43,1008,1009.2,1007.2,0,3.6,SSW,29
10-Jun-20,6,0.31,11,12,0,25.2,29.5,20.9,55.4,76,39,1008.8,1009.8,1007.8,0,4,SSW,29
11-Jun-20,8,0.23,7,11,0,25.1,29.3,20.9,44.9,67,32,1008.8,1009.7,1007.2,0,5.6,W,40.2
12-Jun-20,13,0.25,6,13,0,24.8,29.8,20.2,46.7,61,31,1008.4,1009.6,1006.6,0,4.4,W,25.7
13-Jun-20,22,0.24,7,14,0,24.5,28.2,21.2,52.5,64,39,1007.9,1008.6,1006.9,0,4.5,SSW,24.1
14-Jun-20,18,0.22,7,13,0,26.3,32.2,20.7,49.9,69,30,1007.4,1008.6,1006.5,0,5.9,SSW,35.4
15-Jun-20,12,0.29,8,14,2,26.7,32.6,21.4,47.1,61,29,1008.4,1009.4,1007.4,0,4.1,SSW,33.8
16-Jun-20,17,0.27,8,13,2,25.2,30,20.3,51.6,70,33,1007.4,1008.1,1006.3,0,4.4,SSW,27.4
17-Jun-20,13,0.22,6,10,2,26.1,30.9,21.8,49,63,35,1007.8,1010,1006.7,0,4.8,W,29
18-Jun-20,8,0.23,6,9,0,27.2,32.2,21.3,47.6,65,32,1009.7,1011,1008.2,0,4.2,W,29
19-Jun-20,5,0.24,7,10,0,28,33.3,23.2,44.2,61,26,1011.3,1012.1,1009.8,0,4.9,W,29
20-Jun-20,6,0.32,10,17,0,26.9,31.8,23.4,49,61,32,1009,1011.8,1005.7,0,2.8,SW,24.1
21-Jun-20,7,0.34,11,16,0,26.1,30.9,22.2,53.6,69,39,1005.1,1006.8,1003.9,0,3.5,W,22.5
22-Jun-20,13,0.25,7,10,0,23,28.1,18.9,67.5,87,49,1007.8,1009.2,1006.2,5.2,3,W,25.7
23-Jun-20,15,0.26,11,13,3,23.5,27.4,19.3,66.3,82,52,1010.6,1013,1008.5,0.2,3.7,SSW,22.5
24-Jun-20,10,0.31,9,11,2,24.5,27.3,21.1,68.8,80,58,1015.7,1017.9,1012.4,0,2.4,SW,16.1
25-Jun-20,5,0.29,9,9,2,26.5,30.4,21.4,55.2,77,43,1016.8,1017.9,1015.5,0,5.8,NE,30.6
26-Jun-20,4,0.27,6,7,4,26.9,30.2,23.2,55.1,64,45,1015.5,1016.4,1014.5,0,7.1,NE,38.6
27-Jun-20,5,0.25,6,7,3,27.3,31.1,24.2,43.8,63,33,1013.8,1014.8,1012.6,0,7.8,NE,37
28-Jun-20,8,0.23,6,10,5,28.1,33.2,23,36.6,50,26,1012.2,1013.1,1011.1,0,5.8,NE,33.8
29-Jun-20,4,0.43,13,16,0,27.9,34.1,21.5,44.8,57,33,1009.8,1011.4,1008.1,0,3.6,NE,32.2
30-Jun-20,3,0.45,17,16,2,29.5,35.1,22.9,48.1,61,35,1009.2,1010.5,1008.2,0,2.6,SW,22.5
1-Jul-20,4,0.4,19,16,7,31.3,36.1,24.8,42.5,57,34,1009.7,1010.8,1008.3,0,6.5,NE,30.6
2-Jul-20,4,0.23,7,8,14,31.1,35.4,26.4,41,53,33,1008.2,1009.6,1006.8,0,6.1,NE,30.6
3-Jul-20,25,0.32,14,19,0,30.2,35.2,25.4,49.9,62,40,1007.8,1009.6,1006.4,0,3.9,WSW,29
4-Jul-20,59,0.31,10,19,0,30.1,34.8,25.4,54.1,65,40,1009.4,1010.4,1008.5,0,3,W,25.7
5-Jul-20,62,0.25,7,14,0,29.4,33.3,25.8,52.7,62,39,1006.9,1008.4,1004.6,0,6.5,NE,35.4
6-Jul-20,75,0.27,7,13,0,28.2,32,24.2,55.8,65,46,1002.4,1004.5,1000.3,0,4.2,W,22.5
7-Jul-20,60,0.37,8,17,0,27.6,31,25.4,64.1,76,52,1003.4,1007.5,1000.2,0,2.8,W,19.3
8-Jul-20,18,0.32,7,10,0,27.5,31.2,25.2,55.1,72,47,1011.6,1014.5,1007.7,0,8.9,NE,38.6
9-Jul-20,9,0.25,6,7,0,26.3,30.4,23.2,48.2,68,37,1014.7,1016,1014,0,10.2,NE,37
10-Jul-20,15,0.25,6,9,0,27.2,31.3,23.5,43.6,55,32,1013.1,1014,1012.2,0,8.5,NE,41.8
11-Jul-20,18,0.3,7,11,0,28.3,33.4,23.7,39.1,56,24,1011.8,1013,1010.6,0,3.3,NE,20.9
12-Jul-20,14,0.29,9,11,0,29.1,33.5,24,42.3,56,33,1010.4,1011,1009.7,0,6.1,NE,33.8
13-Jul-20,11,0.3,6,10,0,27.6,31.2,23.8,49.9,64,41,1010.2,1011.7,1008.6,0,10.5,NE,38.6
14-Jul-20,7,0.21,5,6,0,25.5,28.6,22.6,43.6,65,34,1012.2,1013.9,1010.8,0,11.1,NE,45.1
15-Jul-20,19,0.33,6,10,0,26.1,30.6,22.3,47.8,69,36,1013.8,1014.7,1012.5,0,4.3,NE,24.1
16-Jul-20,33,0.44,11,18,0,26,29.3,22.6,54.7,68,46,1011,1012.7,1009.5,0,3.3,SW,20.9
17-Jul-20,14,0.4,7,14,0,27.5,31.1,23.4,45,57,38,1009.1,1010.4,1007.9,0,4.9,NE,24.1
18-Jul-20,18,0.36,8,14,0,27.8,32.1,23.7,48.2,71,36,1008.7,1010.3,1007.3,0,3.5,W,24.1
19-Jul-20,38,0.35,8,16,0,27.1,31.4,24.1,57.3,76,42,1009.8,1010.9,1009,0,3.4,SW,22.5
20-Jul-20,28,0.42,10,19,0,27.8,31.6,23.3,54.4,71,42,1012.2,1014.5,1010.2,0,3.5,NNE,19.3
21-Jul-20,10,0.35,8,12,0,28.5,32.4,23.5,48,67,38,1014.1,1015,1013.1,0,5.8,NE,35.4
22-Jul-20,9,0.28,6,8,0,28.9,32,25.1,43.4,54,36,1011.9,1013.8,1009.4,0,8.9,NE,45.1
23-Jul-20,17,0.28,6,10,0,29.5,33.1,26.7,38.6,48,34,1008.3,1009.4,1007.3,0,8.8,NE,41.8
24-Jul-20,19,0.31,6,12,0,29.7,34.2,24.2,38.3,52,28,1007.9,1008.7,1007.2,0,7,NE,38.6
25-Jul-20,23,0.33,8,16,0,29.9,35.3,25.1,45.5,66,31,1008,1009,1006.3,0,2.9,W,22.5
26-Jul-20,46,0.3,8,18,0,28.3,32.2,25.1,55.7,66,44,1009.7,1011.3,1008.1,0,3,SW,22.5
27-Jul-20,13,0.38,9,16,0,30.2,34.5,25.8,45.1,63,34,1011.4,1012.5,1010.2,0,4.5,NE,27.4
28-Jul-20,15,0.3,7,11,0,30,33.7,25.3,43.8,55,36,1011.8,1012.7,1011,0,6.5,NE,37
29-Jul-20,14,0.25,5,9,0,31.4,35.1,26.7,34.5,51,26,1012,1013.2,1010.7,0,9.3,NE,46.7
30-Jul-20,15,0.31,7,12,0,32,36,26.6,34,48,27,1013.3,1014.2,1012.5,0,8.5,NE,46.7
31-Jul-20,13,0.43,11,17,0,32.6,37.6,26.1,39.2,58,28,1010.5,1012.5,1007.9,0,5,NE,35.4
1-Aug-20,14,0.62,20,23,0,31.6,38.1,26.4,47.3,63,32,1006.6,1007.9,1004.7,1.2,3,SSW,24.1
2-Aug-20,16,0.23,5,8,0,30.4,33.9,27.6,43.6,55,31,1007.9,1010.2,1005.8,0,8.3,NE,38.6
3-Aug-20,17,0.25,6,10,0,29.5,33.2,26.1,40,54,29,1009.8,1011,1008.2,0,7.9,NE,35.4
4-Aug-20,36,0.42,9,18,0,28,30.9,25.5,50.7,64,40,1009,1010.2,1007.5,0,3.5,SW,20.9
5-Aug-20,14,0.46,10,18,0,28.4,33.2,24.7,55,65,37,1007.8,1008.7,1006.6,0,2.9,SSW,24.1
6-Aug-20,13,0.41,7,12,0,28.2,31.4,25.6,56,68,46,1008.4,1009.7,1007.3,0,4.5,NNE,24.1
7-Aug-20,18,0.42,7,14,0,26.3,30.8,23.9,68.2,85,49,1010,1010.7,1008.9,7.6,2.2,W,20.9
8-Aug-20,14,0.42,8,14,0,25.1,31.1,21.3,70.9,87,46,1008,1009.4,1005.7,7,2.1,W,30.6
9-Aug-20,10,0.38,6,7,0,25.9,29.6,20.2,63,84,52,1007.2,1008.9,1005.3,1.6,6.8,NE,37
10-Aug-20,7,0.33,7,9,0,27.9,30.9,24.2,45,59,35,1011.2,1013.2,1008.7,0,8.3,NE,40.2
11-Aug-20,8,0.44,13,15,0,28.6,33.6,22.4,41.8,60,32,1013,1013.8,1012,0,5.2,NE,35.4
12-Aug-20,4,0.51,15,11,0,29.7,34.4,23.3,41.3,55,33,1012.1,1013,1011,0,5.2,NE,35.4
13-Aug-20,7,0.38,10,12,0,29.5,33.7,24.6,44.1,56,36,1012.8,1013.6,1011.8,0,5.3,NE,32.2
14-Aug-20,15,0.3,7,10,0,29.5,33.1,25.7,42.8,54,36,1012.4,1013.2,1011,0,6.6,NE,40.2
15-Aug-20,24,0.29,6,11,0,29.8,34.1,25.2,41.3,59,31,1010.2,1012,1008.2,0,3.8,NE,24.1
16-Aug-20,20,0.22,5,9,0,28.7,33.2,25.8,43.2,53,32,1009.9,1012.3,1007.9,0,9,NE,40.2
17-Aug-20,12,0.23,5,6,0,27.4,31.6,24.1,48.7,63,39,1011.9,1013.2,1010.4,0,6.9,NE,29
18-Aug-20,44,0.32,9,14,0,26.9,30.8,23.7,57.1,78,39,1009.2,1011.1,1007.3,0,2.9,SSW,20.9
19-Aug-20,45,0.29,8,15,0,27.1,30.7,24.1,63.8,79,53,1006.1,1007.3,1005.1,0,2.6,SW,20.9
20-Aug-20,16,0.33,9,17,0,28.2,32.9,24.8,50.8,66,35,1008.7,1011.4,1005.5,0,3.4,NNE,29
21-Aug-20,21,0.25,6,12,0,28,31.7,23.9,47.9,57,40,1013.4,1015,1011.3,0,5.6,NE,32.2
22-Aug-20,16,0.31,8,15,0,29.1,33.8,23.9,41.6,57,31,1012.9,1014.6,1010.5,0,6,NE,33.8
23-Aug-20,15,0.31,8,13,0,29.3,34.2,23.3,42.1,53,34,1009.5,1010.6,1008.3,0,7.3,NE,35.4
24-Aug-20,19,0.33,6,12,0,29.4,33.4,25.1,46.1,56,40,1008.7,1009.6,1007.8,0,6.4,NE,30.6
25-Aug-20,26,0.4,11,16,0,29,34.2,24.2,50.3,67,34,1009.3,1010.7,1007.4,0,3.9,NE,29
26-Aug-20,19,0.38,6,12,0,29,33.3,25.6,51.3,68,40,1011.6,1012.9,1010.4,0,3.2,NE,27.4
27-Aug-20,21,0.45,12,18,0,28.3,32.4,23.5,52.6,70,41,1011.2,1012.4,1009.9,0,2.5,W,19.3
28-Aug-20,9,0.39,13,16,0,29,34.3,22.6,37.7,59,24,1009.5,1010.4,1008.3,0,5.7,NE,35.4
29-Aug-20,16,0.56,18,23,0,28.4,34.4,22.1,49,70,27,1009.9,1011.7,1008.7,0,2.2,W,17.7
30-Aug-20,30,0.35,8,19,0,27.9,33.3,22.9,56.4,73,34,1011.3,1012.3,1010.4,0,2.2,SSW,17.7
31-Aug-20,7,0.53,18,18,0,30.8,37.2,22.2,40.9,69,27,1009,1011,1007.3,0,4.5,NE,32.2
1-Sep-20,27,0.74,27,25,0,29.8,34.3,24,47.1,66,36,1005.9,1007.2,1004.7,0,2.9,SSW,22.5
2-Sep-20,17,0.47,10,17,0,29.5,33.8,25.7,56,70,39,1009.5,1012.9,1006.2,0,2.7,W,20.9
3-Sep-20,28,0.54,15,22,0,28.4,33.2,24.8,58.2,75,42,1013.6,1014.9,1012.1,0,2.6,SSW,19.3
4-Sep-20,11,0.49,16,19,0,28.6,33.3,24.7,43.7,59,31,1015.3,1017.6,1013.4,0,4.9,NE,29
5-Sep-20,12,0.21,5,7,0,25.8,29.1,23.2,51.5,64,40,1015.8,1017.7,1013.6,0,8.8,NE,33.8
6-Sep-20,20,0.27,7,13,0,26.7,31.9,21.4,43.7,60,33,1012.8,1014,1011.3,0,5.5,NE,30.6
7-Sep-20,14,0.48,12,20,0,27.7,33.4,21.7,42.6,54,34,1014,1015.8,1012.6,0,3.1,NE,30.6
8-Sep-20,8,0.54,18,20,0,28.9,33.8,22.7,40.9,55,31,1017.5,1018.8,1015.4,0,6.8,NE,33.8
9-Sep-20,10,0.26,5,7,0,28.6,31.6,27.1,42.7,48,33,1016.6,1018.6,1013.3,0,12.9,NNE,46.7
10-Sep-20,12,0.28,5,9,0,28,32.1,24.8,40.6,50,34,1011.4,1013.3,1009.8,0,9.2,NE,41.8
11-Sep-20,19,0.39,9,14,0,26.9,31.7,22.6,48.3,61,39,1009.9,1011.4,1009,0,4.9,NE,32.2
